Source_Negative_Row,Source_Sequence_ID,Original_Acceptor_SMILES,Repaired_Acceptor_SMILES,Raw_RDKit_Parse_OK,Repaired_RDKit_Parse_OK,Modified,Repair_Count,Removed_Bracket_Positions_1Based,Repaired_Canonical_SMILES
131,130,O([C@@H]1[C@H](OCC2=CC=CC=C2)[C@@H](OCC3=CC=CC=C3)[C@H](OCC4=CC=CC=C4)[C@@H](OCC5=CC=CC=C5)[C@H]1OCC=C)[C@@H]6[C@H](N=[N+]=[N-])[C@@H](OCC7=CC=CC=C7)[C@H](OC(=O)C)[C@@H](COCC8=CC=CC=C8)O6,O([C@@H]1[C@H](OCC2=CC=CC=C2)[C@@H](OCC3=CC=CC=C3)[C@H](OCC4=CC=CC=C4)[C@@H](OCC5=CC=CC=C5)[C@H]1OCC=C)[C@@H]6[C@H](N=[N+]=[N-])[C@@H](OCC7=CC=CC=C7)[C@H](OC(=O)C)[C@@H](COCC8=CC=CC=C8)O6,True,True,False,0,,C=CCO[C@@H]1[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@H]1O[C@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-]
132,131,[Si](O[C@H]1[C@H](N=[N+]=[N-])[C@@H](OC(=O)C2=CC=CC=C2)[C@H](OC(=O)C)[C@@H](COCC3=CC=C(OC)C=C3)O1)(C(C)(C)C)(C4=CC=CC=C4)C5=CC=CC=C5,[Si](O[C@H]1[C@H](N=[N+]=[N-])[C@@H](OC(=O)C2=CC=CC=C2)[C@H](OC(=O)C)[C@@H](COCC3=CC=C(OC)C=C3)O1)(C(C)(C)C)(C4=CC=CC=C4)C5=CC=CC=C5,True,True,False,0,,COc1ccc(COC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2OC(C)=O)cc1
133,132,N(C(C)=O)[C@@H]1[C@@H](OCC=C)[C@H](OC(=O)C)[C@@H](COCC2=CC=CC=C2)O[C@H]1N=[N+]=[N-],N(C(C)=O)[C@@H]1[C@@H](OCC=C)[C@H](OC(=O)C)[C@@H](COCC2=CC=CC=C2)O[C@H]1N=[N+]=[N-],True,True,False,0,,C=CCO[C@@H]1[C@@H](NC(C)=O)[C@H](N=[N+]=[N-])O[C@H](COCc2ccccc2)[C@H]1OC(C)=O
134,133,N(C(OCC1=CC=CC=C1)=O)[C@@H]2[C@@H](OCC3=CC=CC=C3)[C@H](OC(=O)C)[C@@H](COCC4=CC=CC=C4)O[C@H]2O[Si](C(C)(C)C)(C)C,N(C(OCC1=CC=CC=C1)=O)[C@@H]2[C@@H](OCC3=CC=CC=C3)[C@H](OC(=O)C)[C@@H](COCC4=CC=CC=C4)O[C@H]2O[Si](C(C)(C)C)(C)C,True,True,False,0,,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](NC(=O)OCc2ccccc2)[C@H](O[Si](C)(C)C(C)(C)C)O[C@@H]1COCc1ccccc1
135,134,O(CC1=CC2=C(C=C1)C=CC=C2)[C@H]3[C@H](NC(OCC(Cl)(Cl)Cl)=O)[C@@H](O)[C@H](OC(=O)C)[C@@H](COC(C(C)(C)C)=O)O3,O(CC1=CC2=C(C=C1)C=CC=C2)[C@H]3[C@H](NC(OCC(Cl)(Cl)Cl)=O)[C@@H](O)[C@H](OC(=O)C)[C@@H](COC(C(C)(C)C)=O)O3,True,True,False,0,,CC(=O)O[C@H]1[C@H](O)[C@@H](NC(=O)OCC(Cl)(Cl)Cl)[C@H](OCc2ccc3ccccc3c2)O[C@@H]1COC(=O)C(C)(C)C
136,135,N(C(C)=O)[C@@H]1[C@@H](OC(CCl)=O)[C@H](OC(=O)C)[C@@H](COCC2=CC=CC=C2)O[C@H]1OCCCCCCCl,N(C(C)=O)[C@@H]1[C@@H](OC(CCl)=O)[C@H](OC(=O)C)[C@@H](COCC2=CC=CC=C2)O[C@H]1OCCCCCCCl,True,True,False,0,,CC(=O)N[C@H]1[C@H](OCCCCCCCl)O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@@H]1OC(=O)CCl
137,136,O(C)[C@H]1[C@@H]([C@@H](O)[C@H](OC(=O)C)[C@@H](COC(=O)C2=CC=CC=C2)O1)N3C(=O)C(C)=C(C)C3=O,O(C)[C@H]1[C@@H]([C@@H](O)[C@H](OC(=O)C)[C@@H](COC(=O)C2=CC=CC=C2)O1)N3C(=O)C(C)=C(C)C3=O,True,True,False,0,,CO[C@@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OC(C)=O)[C@H](O)[C@H]1N1C(=O)C(C)=C(C)C1=O
138,137,O([C@H]1[C@]2([C@@]([C@H](OCC3=CC=CC=C3)[C@@H](OCC4=CC=CC=C4)[C@@H]1OCC5=CC=CC=C5)(OC(C)(C)O2)[H])[H])[C@H]6[C@H](N=[N+]=[N-])[C@@H](OCC7=CC=CC=C7)[C@H](OC(=O)C)[C@@H](COCC8=CC=CC=C8)O6,O([C@H]1[C@]2([C@@]([C@H](OCC3=CC=CC=C3)[C@@H](OCC4=CC=CC=C4)[C@@H]1OCC5=CC=CC=C5)(OC(C)(C)O2)[H])[H])[C@H]6[C@H](N=[N+]=[N-])[C@@H](OCC7=CC=CC=C7)[C@H](OC(=O)C)[C@@H](COCC8=CC=CC=C8)O6,True,True,False,0,,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N=[N+]=[N-])[C@H](O[C@@H]2[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@@H](OCc3ccccc3)[C@H]3OC(C)(C)O[C@@H]23)O[C@@H]1COCc1ccccc1
139,138,S([C@H]1[C@@H]([C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H](COCC3=CC=CC=C3)O1)N4C(=O)C=5C(C4=O)=CC=CC5)C6=CC=C(Cl)C=C6,S([C@H]1[C@@H]([C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H](COCC3=CC=CC=C3)O1)N4C(=O)C=5C(C4=O)=CC=CC5)C6=CC=C(Cl)C=C6,True,True,False,0,,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N2C(=O)c3ccccc3C2=O)[C@H](Sc2ccc(Cl)cc2)O[C@@H]1COCc1ccccc1
140,139,N(C(C)=O)[C@@H]1[C@@H](OC(CCl)=O)[C@H](OC(=O)C)[C@@H](COCC2=CC=CC=C2)O[C@H]1OCCCCCCCl,N(C(C)=O)[C@@H]1[C@@H](OC(CCl)=O)[C@H](OC(=O)C)[C@@H](COCC2=CC=CC=C2)O[C@H]1OCCCCCCCl,True,True,False,0,,CC(=O)N[C@H]1[C@H](OCCCCCCCl)O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@@H]1OC(=O)CCl
141,140,N(=[N+]=[N-])[C@@H]1[C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H](COCC3=CC=CC=C3)O[C@H]1OCCCCCCC=C,N(=[N+]=[N-])[C@@H]1[C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H](COCC3=CC=CC=C3)O[C@H]1OCCCCCCC=C,True,True,False,0,,C=CCCCCCCO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-]
142,141,S([C@H]1[C@@H]([C@@H](OC(C)=O)[C@H](OC(=O)C)[C@@H](COCC2=CC=C(OC)C=C2)O1)N3C(=O)C=4C(C3=O)=CC=CC4)C5=CC=CC=C5,S([C@H]1[C@@H]([C@@H](OC(C)=O)[C@H](OC(=O)C)[C@@H](COCC2=CC=C(OC)C=C2)O1)N3C(=O)C=4C(C3=O)=CC=CC4)C5=CC=CC=C5,True,True,False,0,,COc1ccc(COC[C@H]2O[C@@H](Sc3ccccc3)[C@H](N3C(=O)c4ccccc4C3=O)[C@@H](OC(C)=O)[C@@H]2OC(C)=O)cc1
143,142,N(C(C)=O)[C@@H]1[C@@H](OC(C)=O)[C@H](OC(=O)C)[C@@H](COC(C)=O)O[C@@H]1OC(C)=O,N(C(C)=O)[C@@H]1[C@@H](OC(C)=O)[C@H](OC(=O)C)[C@@H](COC(C)=O)O[C@@H]1OC(C)=O,True,True,False,0,,CC(=O)N[C@H]1[C@@H](OC(C)=O)O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O
144,143,N(=[N+]=[N-])[C@@H]1[C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H](COCC3=CC=CC=C3)O[C@H]1OCCCCCN=[N+]=[N-],N(=[N+]=[N-])[C@@H]1[C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H](COCC3=CC=CC=C3)O[C@H]1OCCCCCN=[N+]=[N-],True,True,False,0,,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N=[N+]=[N-])[C@H](OCCCCCN=[N+]=[N-])O[C@@H]1COCc1ccccc1
145,144,N(C(C)=O)[C@@H]1[C@@H](OC(CCC(C)=O)=O)[C@H](OC(=O)C)[C@@H](COC(=O)C2=CC=CC=C2)O[C@H]1OCCCCCCCl,N(C(C)=O)[C@@H]1[C@@H](OC(CCC(C)=O)=O)[C@H](OC(=O)C)[C@@H](COC(=O)C2=CC=CC=C2)O[C@H]1OCCCCCCCl,True,True,False,0,,CC(=O)CCC(=O)O[C@@H]1[C@@H](NC(C)=O)[C@H](OCCCCCCCl)O[C@H](COC(=O)c2ccccc2)[C@H]1OC(C)=O
146,145,O([C@H]1[C@H](OCC2=CC=CC=C2)[C@@H](NC(C(Cl)(Cl)Cl)=O)[C@H](O[Si](C(C)(C)C)(C)C)O[C@@H]1COCC3=CC=CC=C3)[C@H]4[C@H](NC(C(Cl)(Cl)Cl)=O)[C@@H](OCC5=CC=CC=C5)[C@H](OC(=O)C)[C@@H](COCC6=CC=CC=C6)O4,O([C@H]1[C@H](OCC2=CC=CC=C2)[C@@H](NC(C(Cl)(Cl)Cl)=O)[C@H](O[Si](C(C)(C)C)(C)C)O[C@@H]1COCC3=CC=CC=C3)[C@H]4[C@H](NC(C(Cl)(Cl)Cl)=O)[C@@H](OCC5=CC=CC=C5)[C@H](OC(=O)C)[C@@H](COCC6=CC=CC=C6)O4,True,True,False,0,,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](NC(=O)C(Cl)(Cl)Cl)[C@H](O[C@H]2[C@H](OCc3ccccc3)[C@@H](NC(=O)C(Cl)(Cl)Cl)[C@H](O[Si](C)(C)C(C)(C)C)O[C@@H]2COCc2ccccc2)O[C@@H]1COCc1ccccc1
147,146,O([C@H]1[C@H](OC(C)=O)[C@@H](NC(OCC2=CC=CC=C2)=O)[C@H](O[C@H]3[C@H](OC(C)=O)[C@@H](NC(OCC4=CC=CC=C4)=O)[C@H](O)O[C@@H]3COCC5=CC=CC=C5)O[C@@H]1COCC6=CC=CC=C6)[C@H]7[C@H](NC(OCC8=CC=CC=C8)=O)[C@@H](OC(C)=O)[C@H](OC(=O)C)[C@@H](COCC9=CC=CC=C9)O7,O([C@H]1[C@H](OC(C)=O)[C@@H](NC(OCC2=CC=CC=C2)=O)[C@H](O[C@H]3[C@H](OC(C)=O)[C@@H](NC(OCC4=CC=CC=C4)=O)[C@H](O)O[C@@H]3COCC5=CC=CC=C5)O[C@@H]1COCC6=CC=CC=C6)[C@H]7[C@H](NC(OCC8=CC=CC=C8)=O)[C@@H](OC(C)=O)[C@H](OC(=O)C)[C@@H](COCC9=CC=CC=C9)O7,True,True,False,0,,CC(=O)O[C@@H]1[C@@H](NC(=O)OCc2ccccc2)[C@H](O)O[C@H](COCc2ccccc2)[C@H]1O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2NC(=O)OCc2ccccc2)[C@H](OC(C)=O)[C@H]1NC(=O)OCc1ccccc1
148,147,N(C(C)=O)(C(C)=O)[C@@H]1[C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H](COCC3=CC=CC=C3)O[C@@H]1OCCCC=C,N(C(C)=O)(C(C)=O)[C@@H]1[C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H](COCC3=CC=CC=C3)O[C@@H]1OCCCC=C,True,True,False,0,,C=CCCCO[C@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1N(C(C)=O)C(C)=O
149,148,O([C@H]1[C@@H]([C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H](COCC3=CC=CC=C3)O1)N4C(=O)C=5C(C4=O)=CC=CC5)C6=CC=C(OC)C=C6,O([C@H]1[C@@H]([C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H](COCC3=CC=CC=C3)O1)N4C(=O)C=5C(C4=O)=CC=CC5)C6=CC=C(OC)C=C6,True,True,False,0,,COc1ccc(O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](OC(C)=O)[C@H](OCc3ccccc3)[C@H]2N2C(=O)c3ccccc3C2=O)cc1
150,149,S([C@H]1[C@@H]([C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H](COCC3=CC=CC=C3)O1)N4C(=O)C=5C(C4=O)=CC=CC5)C6=CC=CC=C6,S([C@H]1[C@@H]([C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H](COCC3=CC=CC=C3)O1)N4C(=O)C=5C(C4=O)=CC=CC5)C6=CC=CC=C6,True,True,False,0,,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N2C(=O)c3ccccc3C2=O)[C@H](Sc2ccccc2)O[C@@H]1COCc1ccccc1
151,150,O([C@H]1[C@H](OCC2=CC=CC=C2)[C@H](N=[N+]=[N-])[C@@H](OCC=C)O[C@@H]1COCC3=CC=CC=C3)[C@@H]4[C@@H](N=[N+]=[N-])[C@@H](OCC5=CC=CC=C5)[C@H](OC(=O)C)[C@@H](COCC6=CC=CC=C6)O4,O([C@H]1[C@H](OCC2=CC=CC=C2)[C@H](N=[N+]=[N-])[C@@H](OCC=C)O[C@@H]1COCC3=CC=CC=C3)[C@@H]4[C@@H](N=[N+]=[N-])[C@@H](OCC5=CC=CC=C5)[C@H](OC(=O)C)[C@@H](COCC6=CC=CC=C6)O4,True,True,False,0,,C=CCO[C@H]1O[C@H](COCc2ccccc2)[C@@H](O[C@H]2O[C@H](COCc3ccccc3)[C@@H](OC(C)=O)[C@H](OCc3ccccc3)[C@@H]2N=[N+]=[N-])[C@H](OCc2ccccc2)[C@@H]1N=[N+]=[N-]
152,151,N(=[N+]=[N-])[C@@H]1[C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H](COCC3=CC=CC=C3)O[C@H]1OCC4=CC=CC=C4,N(=[N+]=[N-])[C@@H]1[C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H](COCC3=CC=CC=C3)O[C@H]1OCC4=CC=CC=C4,True,True,False,0,,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N=[N+]=[N-])[C@H](OCc2ccccc2)O[C@@H]1COCc1ccccc1
153,152,N(C(C)=O)[C@@H]1[C@@H](OC(C)=O)[C@H](OC(=O)C)[C@@H](COC(C)=O)O[C@@H]1OC(C)=O,N(C(C)=O)[C@@H]1[C@@H](OC(C)=O)[C@H](OC(=O)C)[C@@H](COC(C)=O)O[C@@H]1OC(C)=O,True,True,False,0,,CC(=O)N[C@H]1[C@@H](OC(C)=O)O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O
154,153,S([C@H]1[C@@H]([C@@H](OC(C)=O)[C@H](OC(=O)C)[C@@H](COCC2=CC3=C(C=C2)C=CC=C3)O1)N4C(=O)C=5C(C4=O)=CC=CC5)C6=CC=CC=C6,S([C@H]1[C@@H]([C@@H](OC(C)=O)[C@H](OC(=O)C)[C@@H](COCC2=CC3=C(C=C2)C=CC=C3)O1)N4C(=O)C=5C(C4=O)=CC=CC5)C6=CC=CC=C6,True,True,False,0,,CC(=O)O[C@H]1[C@H](OC(C)=O)[C@@H](COCc2ccc3ccccc3c2)O[C@@H](Sc2ccccc2)[C@@H]1N1C(=O)c2ccccc2C1=O
155,154,S([C@H]1[C@H](N=[N+]=[N-])[C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H](COCC3=CC=CC=C3)O1)C4=CC=CC=C4,S([C@H]1[C@H](N=[N+]=[N-])[C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H](COCC3=CC=CC=C3)O1)C4=CC=CC=C4,True,True,False,0,,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N=[N+]=[N-])[C@H](Sc2ccccc2)O[C@@H]1COCc1ccccc1
156,155,N(C(OCC1=CC=CC=C1)=O)[C@@H]2[C@@H](OCC3=CC=CC=C3)[C@H](OC(=O)C)[C@@H](COCC4=CC=CC=C4)O[C@@H]2OC,N(C(OCC1=CC=CC=C1)=O)[C@@H]2[C@@H](OCC3=CC=CC=C3)[C@H](OC(=O)C)[C@@H](COCC4=CC=CC=C4)O[C@@H]2OC,True,True,False,0,,CO[C@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1NC(=O)OCc1ccccc1
157,156,N(C(C)=O)[C@@H]1[C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H](COCC3=CC=CC=C3)O[C@@H]1OC(C)C,N(C(C)=O)[C@@H]1[C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H](COCC3=CC=CC=C3)O[C@@H]1OC(C)C,True,True,False,0,,CC(=O)N[C@H]1[C@@H](OC(C)C)O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@@H]1OCc1ccccc1
158,157,N(C(OCC(Cl)(Cl)Cl)=O)[C@@H]1[C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H](COCC3=CC=CC=C3)O[C@@H]1OCC=C,N(C(OCC(Cl)(Cl)Cl)=O)[C@@H]1[C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H](COCC3=CC=CC=C3)O[C@@H]1OCC=C,True,True,False,0,,C=CCO[C@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1NC(=O)OCC(Cl)(Cl)Cl
159,158,N(C(C)=O)[C@@H]1[C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H](COCC3=CC=CC=C3)O[C@H]1OCCCCCCCC,N(C(C)=O)[C@@H]1[C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H](COCC3=CC=CC=C3)O[C@H]1OCCCCCCCC,True,True,False,0,,CCCCCCCCO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1NC(C)=O
160,159,C[C@@]12[C@]3(O[C@@]4([C@](O3)([C@H](OCC5=CC=CC=C5)[C@@H](OCC6=CC=CC=C6)[C@H](OCC7=CC=CC=C7)[C@H]4O[C@@H]8[C@H](N=[N+]=[N-])[C@@H](OCC9=CC=CC=C9)[C@H](OC(=O)C)[C@@H](COCC%10=CC=CC=C%10)O8)[H])[H])C[C@@](C1(C)C)(CC2)[H],C[C@@]12[C@]3(O[C@@]4([C@](O3)([C@H](OCC5=CC=CC=C5)[C@@H](OCC6=CC=CC=C6)[C@H](OCC7=CC=CC=C7)[C@H]4O[C@@H]8[C@H](N=[N+]=[N-])[C@@H](OCC9=CC=CC=C9)[C@H](OC(=O)C)[C@@H](COCC%10=CC=CC=C%10)O8)[H])[H])C[C@@](C1(C)C)(CC2)[H],True,True,False,0,,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N=[N+]=[N-])[C@@H](O[C@@H]2[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@@H](OCc3ccccc3)[C@H]3O[C@]4(C[C@@H]5CC[C@@]4(C)C5(C)C)O[C@@H]23)O[C@@H]1COCc1ccccc1
161,160,N(C(C)=O)[C@@H]1[C@@H](OC(C)=O)[C@H](OC(=O)C)[C@@H](COC(C)=O)O[C@@H]1OC(C)=O,N(C(C)=O)[C@@H]1[C@@H](OC(C)=O)[C@H](OC(=O)C)[C@@H](COC(C)=O)O[C@@H]1OC(C)=O,True,True,False,0,,CC(=O)N[C@H]1[C@@H](OC(C)=O)O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O
162,161,N(C(C)=O)[C@@H]1[C@@H](OC(C)=O)[C@H](OC(=O)C)[C@@H](COC(C)=O)O[C@@H]1OC(C)=O,N(C(C)=O)[C@@H]1[C@@H](OC(C)=O)[C@H](OC(=O)C)[C@@H](COC(C)=O)O[C@@H]1OC(C)=O,True,True,False,0,,CC(=O)N[C@H]1[C@@H](OC(C)=O)O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O
163,162,N(C(C)=O)[C@@H]1[C@@H](OC(C)=O)[C@H](OC(=O)C)[C@@H](COC(C)=O)O[C@@H]1OC(C)=O,N(C(C)=O)[C@@H]1[C@@H](OC(C)=O)[C@H](OC(=O)C)[C@@H](COC(C)=O)O[C@@H]1OC(C)=O,True,True,False,0,,CC(=O)N[C@H]1[C@@H](OC(C)=O)O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O
164,163,N(C(OCC(Cl)(Cl)Cl)=O)[C@@H]1[C@@H](OC(OCC2=CC=CC=C2)=O)[C@H](OC(=O)C)[C@@H](COCC3=CC=CC=C3)O[C@@H]1OCC=C,N(C(OCC(Cl)(Cl)Cl)=O)[C@@H]1[C@@H](OC(OCC2=CC=CC=C2)=O)[C@H](OC(=O)C)[C@@H](COCC3=CC=CC=C3)O[C@@H]1OCC=C,True,True,False,0,,C=CCO[C@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OC(=O)OCc2ccccc2)[C@H]1NC(=O)OCC(Cl)(Cl)Cl
165,164,O([C@@H]1[C@@H](COCC2=CC=CC=C2)O[C@]3([C@@]([C@H]1O)(OC(C)=N3)[H])[H])[C@H]4[C@H](NC(OCC5=CC=CC=C5)=O)[C@@H](OC(C)=O)[C@H](OC(=O)C)[C@@H](COCC6=CC=CC=C6)O4,O([C@@H]1[C@@H](COCC2=CC=CC=C2)O[C@]3([C@@]([C@H]1O)(OC(C)=N3)[H])[H])[C@H]4[C@H](NC(OCC5=CC=CC=C5)=O)[C@@H](OC(C)=O)[C@H](OC(=O)C)[C@@H](COCC6=CC=CC=C6)O4,True,True,False,0,,CC(=O)O[C@@H]1[C@@H](NC(=O)OCc2ccccc2)[C@H](O[C@H]2[C@H](O)[C@H]3OC(C)=N[C@H]3O[C@@H]2COCc2ccccc2)O[C@H](COCc2ccccc2)[C@H]1OC(C)=O
166,165,C[C@@]12[C@]3(O[C@@]4([C@](O3)([C@H](OCC5=CC=CC=C5)[C@@H](OCC6=CC=CC=C6)[C@H](OCC7=CC=CC=C7)[C@H]4O[C@@H]8[C@H](N=[N+]=[N-])[C@@H](OCC9=CC=CC=C9)[C@H](OC(=O)C)[C@@H](COCC%10=CC=CC=C%10)O8)[H])[H])C[C@@](C1(C)C)(CC2)[H],C[C@@]12[C@]3(O[C@@]4([C@](O3)([C@H](OCC5=CC=CC=C5)[C@@H](OCC6=CC=CC=C6)[C@H](OCC7=CC=CC=C7)[C@H]4O[C@@H]8[C@H](N=[N+]=[N-])[C@@H](OCC9=CC=CC=C9)[C@H](OC(=O)C)[C@@H](COCC%10=CC=CC=C%10)O8)[H])[H])C[C@@](C1(C)C)(CC2)[H],True,True,False,0,,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N=[N+]=[N-])[C@@H](O[C@@H]2[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@@H](OCc3ccccc3)[C@H]3O[C@]4(C[C@@H]5CC[C@@]4(C)C5(C)C)O[C@@H]23)O[C@@H]1COCc1ccccc1
167,166,C(OCC1=CC=CC=C1)[C@H]2[C@]3([C@@]([C@@H](O)[C@@H]2O[C@H]4[C@H](N)[C@H](OC(C)=O)[C@H](OC(=O)C)[C@@H](COCC5=CC=CC=C5)O4)(N=C(N(C)C)O3)[H])[H],C(OCC1=CC=CC=C1)[C@H]2[C@]3([C@@]([C@@H](O)[C@@H]2O[C@H]4[C@H](N)[C@H](OC(C)=O)[C@H](OC(=O)C)[C@@H](COCC5=CC=CC=C5)O4)(N=C(N(C)C)O3)[H])[H],True,True,False,0,,CC(=O)O[C@H]1[C@@H](N)[C@H](O[C@H]2[C@H](O)[C@H]3N=C(N(C)C)O[C@H]3[C@@H]2COCc2ccccc2)O[C@H](COCc2ccccc2)[C@H]1OC(C)=O
168,167,O(CC1=C(N(=O)=O)C=CC(OCCCOC2=CC=CC=C2)=C1)[C@H]3[C@H](O[C@H]4[C@H](NC(OCC5=CC=CC=C5)=O)[C@@H](OC(C)=O)[C@H](OC(=O)C)[C@@H](COCC6=CC=CC=C6)O4)[C@@H](COCC7=CC=CC=C7)O[C@]8([C@@]3(OC(NC)=N8)[H])[H],O(CC1=C(N(=O)=O)C=CC(OCCCOC2=CC=CC=C2)=C1)[C@H]3[C@H](O[C@H]4[C@H](NC(OCC5=CC=CC=C5)=O)[C@@H](OC(C)=O)[C@H](OC(=O)C)[C@@H](COCC6=CC=CC=C6)O4)[C@@H](COCC7=CC=CC=C7)O[C@]8([C@@]3(OC(NC)=N8)[H])[H],True,True,False,0,,CNC1=N[C@H]2O[C@H](COCc3ccccc3)[C@@H](O[C@@H]3O[C@H](COCc4ccccc4)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]3NC(=O)OCc3ccccc3)[C@H](OCc3cc(OCCCOc4ccccc4)ccc3[N+](=O)[O-])[C@H]2O1
169,168,O([C@H]1[C@H](OCC2=CC=CC=C2)[C@@]3([C@]([C@@H]1COCC4=CC=CC=C4)(OC(N(C)C)=N3)[H])[H])[C@H]5[C@H](NC(OCC6=CC=CC=C6)=O)[C@@H](OC(C)=O)[C@H](OC(=O)C)[C@@H](COCC7=CC=CC=C7)O5,O([C@H]1[C@H](OCC2=CC=CC=C2)[C@@]3([C@]([C@@H]1COCC4=CC=CC=C4)(OC(N(C)C)=N3)[H])[H])[C@H]5[C@H](NC(OCC6=CC=CC=C6)=O)[C@@H](OC(C)=O)[C@H](OC(=O)C)[C@@H](COCC7=CC=CC=C7)O5,True,True,False,0,,CC(=O)O[C@@H]1[C@@H](NC(=O)OCc2ccccc2)[C@H](O[C@@H]2[C@@H](COCc3ccccc3)[C@@H]3OC(N(C)C)=N[C@@H]3[C@H]2OCc2ccccc2)O[C@H](COCc2ccccc2)[C@H]1OC(C)=O
