Sample_ID,Pair_ID,Parent_ID,Parent_Reaction_ID,Variant,hard_feasibility,Donor_Canonical_SMILES,Acceptor_Canonical_SMILES,Original_Acceptor_Canonical_SMILES,Donor_Type,Solvent,Solvent_SMILES,has_solvent,Catalyst,Catalyst_SMILES,has_catalyst,Temp_C,has_temp,Time_min,has_time,Target_C4_Index,Target_O4_Index,split_pair_group,Source_Negative_Row,Source_Sequence_ID,Bracket_Repair_Used,Structure_Group_Size,Mapping_Method,Mapping_Cost,Structure_Verification
NEG-0326,PAIR-31-010-CAS-12229862,326,31-010-CAS-12229862,o4_acetylated,0,CC(=O)OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](NC(=O)OCc2ccccc2)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,CC(=O)O[C@@H]1[C@@H](NC(=O)OCc2ccccc2)[C@H](O[C@H]2[C@H](O)[C@H]3N=C(C)S[C@H]3O[C@@H]2COCc2ccccc2)O[C@H](COCc2ccccc2)[C@H]1OC(C)=O,CC(=O)O[C@H]1[C@H](O)[C@@H](COCc2ccccc2)O[C@@H](O[C@H]2[C@H](O)[C@H]3N=C(C)S[C@H]3O[C@@H]2COCc2ccccc2)[C@@H]1NC(=O)OCc1ccccc1,trichloroacetimidate,,,0,Trimethylsilyl triflate,O=S(=O)(O[Si](C)(C)C)C(F)(F)F,1,,0,,0,50,51,train,170,169,False,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-0327,PAIR-31-010-CAS-13775351,327,31-010-CAS-13775351,o4_acetylated,0,CC(=O)OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](NC(=O)OCc2ccccc2)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,CC(=O)O[C@@H]1[C@@H](NC(=O)OCc2ccccc2)[C@H](O[C@H]2[C@H](O)[C@H]3N=C(N(C)C)O[C@H]3O[C@@H]2COCc2ccccc2)O[C@H](COCc2ccccc2)[C@H]1OC(C)=O,CC(=O)O[C@H]1[C@H](O)[C@@H](COCc2ccccc2)O[C@@H](O[C@H]2[C@H](O)[C@H]3N=C(N(C)C)O[C@H]3O[C@@H]2COCc2ccccc2)[C@@H]1NC(=O)OCc1ccccc1,trichloroacetimidate,,,0,Trimethylsilyl triflate,O=S(=O)(O[Si](C)(C)C)C(F)(F)F,1,,0,,0,52,53,train,171,170,False,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-0328,PAIR-31-010-CAS-5353694,328,31-010-CAS-5353694,o4_acetylated,0,CC(=O)OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](NC(=O)OCc2ccccc2)[C@H](OC(C)=O)[C@@H]1OC(C)=O,CC(=O)O[C@H]1[C@@H](NC(=O)OCc2ccccc2)[C@H](O[C@H]2[C@H](O)[C@H]3N=C(N(C)C)O[C@H]3[C@@H]2COCc2ccccc2)O[C@H](COCc2ccccc2)[C@H]1OC(C)=O,CC(=O)O[C@@H]1[C@H](O)[C@@H](COCc2ccccc2)O[C@@H](O[C@H]2[C@H](O)[C@H]3N=C(N(C)C)O[C@H]3[C@@H]2COCc2ccccc2)[C@@H]1NC(=O)OCc1ccccc1,trichloroacetimidate,,,0,Trimethylsilyl triflate,O=S(=O)(O[Si](C)(C)C)C(F)(F)F,1,,0,,0,51,52,val,172,171,False,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-0329,PAIR-31-010-CAS-12672266,329,31-010-CAS-12672266,o4_acetylated,0,CC(=O)OC[C@H]1O[C@H](O[C@H]2[C@H](OCc3ccccc3)[C@@H](OC(=O)c3ccccc3)[C@H](OC(=N)C(Cl)(Cl)Cl)O[C@@H]2COC(=O)CCl)[C@H](N=[N+]=[N-])[C@@H](OCc2ccccc2)[C@@H]1OC(=O)OCC1c2ccccc2-c2ccccc21,COc1ccc(O[C@@H]2O[C@H](COC(=O)CCl)[C@@H](O[C@H]3O[C@H](COC(C)=O)[C@@H](O[C@@H]4O[C@H](COC(=O)CCl)[C@@H](O[C@H]5O[C@H](COC(C)=O)[C@@H](O[C@@H]6O[C@H](COC(=O)CCl)[C@@H](O[C@H]7O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OCc8ccccc8)[C@H]7N=[N+]=[N-])[C@H](OCc7ccccc7)[C@H]6OC(=O)c6ccccc6)[C@H](OCc6ccccc6)[C@H]5N=[N+]=[N-])[C@H](OCc5ccccc5)[C@H]4OC(=O)c4ccccc4)[C@H](OCc4ccccc4)[C@H]3N=[N+]=[N-])[C@H](OCc3ccccc3)[C@H]2OC(=O)c2ccccc2)cc1,COc1ccc(O[C@@H]2O[C@H](COC(=O)CCl)[C@@H](O[C@H]3O[C@H](COC(C)=O)[C@@H](O[C@@H]4O[C@H](COC(=O)CCl)[C@@H](O[C@H]5O[C@H](COC(C)=O)[C@@H](O[C@@H]6O[C@H](COC(=O)CCl)[C@@H](O[C@H]7O[C@H](COC(C)=O)[C@@H](O)[C@H](OCc8ccccc8)[C@H]7N=[N+]=[N-])[C@H](OCc7ccccc7)[C@H]6OC(=O)c6ccccc6)[C@H](OCc6ccccc6)[C@H]5N=[N+]=[N-])[C@H](OCc5ccccc5)[C@H]4OC(=O)c4ccccc4)[C@H](OCc4ccccc4)[C@H]3N=[N+]=[N-])[C@H](OCc3ccccc3)[C@H]2OC(=O)c2ccccc2)cc1,trichloroacetimidate,Toluene,C=1C=CC(=CC1)C,1,Trimethylsilyl triflate,O=S(=O)(O[Si](C)(C)C)C(F)(F)F,1,-20.0,1,15.0,1,68,69,train,173,172,False,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-0330,PAIR-31-010-CAS-16587010,330,31-010-CAS-16587010,o4_acetylated,0,CC(=O)CCC(=O)O[C@@H]1[C@@H](OC(=N)C(Cl)(Cl)Cl)O[C@H](CO[C@H]2O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@@H]2O[C@H]2O[C@H](CO[Si](C(C)C)(C(C)C)C(C)C)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)[C@@H](OCc2ccc3ccccc3c2)[C@@H]1OCc1ccccc1,C=CCO[C@@H]1[C@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1O[C@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],C=CCO[C@@H]1[C@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1O[C@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],trichloroacetimidate,Toluene,C=1C=CC(=CC1)C,1,Trimethylsilyl triflate,O=S(=O)(O[Si](C)(C)C)C(F)(F)F,1,-40.0,1,120.0,1,55,56,train,174,173,False,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-0331,PAIR-31-010-CAS-16586998,331,31-010-CAS-16586998,o4_acetylated,0,CC(=O)O[C@@H]1[C@@H](OC(=N)C(Cl)(Cl)Cl)O[C@H](CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](CO[C@H]2O[C@H](COCc3ccccc3)[C@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]2OCc2ccccc2)[C@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1,C=CCO[C@@H]1[C@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1O[C@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],C=CCO[C@@H]1[C@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1O[C@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],trichloroacetimidate,Diethyl ether,O(CC)CC,1,"(1,1-Dimethylethyl)dimethylsilyl 1,1,1-trifluoromethanesulfonate",O=S(=O)(O[Si](C)(C)C(C)(C)C)C(F)(F)F,1,0.0,1,60.0,1,55,56,train,175,174,False,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-0332,PAIR-31-010-CAS-21359684,332,31-010-CAS-21359684,o4_acetylated,0,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2OC(C)=O)cc1,COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2O)cc1,trichloroacetimidate,Dichloromethane,ClCCl,1,Triethylamine,N(CC)(CC)CC,1,0.0,1,,0,43,44,train,176,175,False,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0333,PAIR-31-010-CAS-680407,333,31-010-CAS-680407,o4_acetylated,0,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2OC(C)=O)cc1,COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2O)cc1,trichloroacetimidate,Dichloromethane,ClCCl,1,Triethylamine,N(CC)(CC)CC,1,0.0,1,,0,43,44,train,177,176,False,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0334,PAIR-31-010-CAS-21359677,334,31-010-CAS-21359677,o4_acetylated,0,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COc1ccc(COC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OCc3ccc(OC)cc3)[C@@H]2OC(C)=O)cc1,COc1ccc(COC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OCc3ccc(OC)cc3)[C@@H]2O)cc1,trichloroacetimidate,Dichloromethane,ClCCl,1,Triethylamine,N(CC)(CC)CC,1,0.0,1,,0,45,46,test,178,177,False,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0335,PAIR-31-010-CAS-1287355,335,31-010-CAS-1287355,o4_acetylated,0,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COc1ccc(COC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OCc3ccc(OC)cc3)[C@@H]2OC(C)=O)cc1,COc1ccc(COC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OCc3ccc(OC)cc3)[C@@H]2O)cc1,trichloroacetimidate,Dichloromethane,ClCCl,1,Triethylamine,N(CC)(CC)CC,1,0.0,1,,0,45,46,test,179,178,False,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0336,PAIR-31-010-CAS-21359678,336,31-010-CAS-21359678,o4_acetylated,0,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COc1ccc(CO[C@@H]2[C@@H](N=[N+]=[N-])[C@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)O[C@H](COc3ccc(OC)cc3)[C@H]2OC(C)=O)cc1,COc1ccc(CO[C@H]2[C@H](O)[C@@H](COc3ccc(OC)cc3)O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@@H]2N=[N+]=[N-])cc1,trichloroacetimidate,Dichloromethane,ClCCl,1,Triethylamine,N(CC)(CC)CC,1,0.0,1,,0,44,45,val,180,179,False,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0337,PAIR-31-010-CAS-5547122,337,31-010-CAS-5547122,o4_acetylated,0,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COc1ccc(CO[C@@H]2[C@@H](N=[N+]=[N-])[C@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)O[C@H](COc3ccc(OC)cc3)[C@H]2OC(C)=O)cc1,COc1ccc(CO[C@H]2[C@H](O)[C@@H](COc3ccc(OC)cc3)O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@@H]2N=[N+]=[N-])cc1,trichloroacetimidate,Dichloromethane,ClCCl,1,Triethylamine,N(CC)(CC)CC,1,0.0,1,,0,44,45,val,181,180,False,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0338,PAIR-31-010-CAS-22466733,338,31-010-CAS-22466733,o4_acetylated,0,C=CCOC(=O)O[C@H]1[C@H](OC(=N)C(Cl)(Cl)Cl)O[C@H](C(=O)OC)[C@@H](O[C@H]2O[C@H](COCc3ccc(OC)cc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]2N=[N+]=[N-])[C@@H]1OCc1ccccc1,COC(=O)[C@@H]1O[C@H](Sc2ccc(C)cc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COCc2ccc(OC)cc2)[C@@H](OC(C)=O)[C@H](OCc2ccc(OC)cc2)[C@H]1N=[N+]=[N-],COC(=O)[C@@H]1O[C@H](Sc2ccc(C)cc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COCc2ccc(OC)cc2)[C@@H](O)[C@H](OCc2ccc(OC)cc2)[C@H]1N=[N+]=[N-],trichloroacetimidate,Dichloromethane,ClCCl,1,Triethylamine,N(CC)(CC)CC,1,0.0,1,,0,50,51,train,182,181,False,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0339,PAIR-31-010-CAS-1384810,339,31-010-CAS-1384810,o4_acetylated,0,C=CCOC(=O)O[C@H]1[C@H](OC(=N)C(Cl)(Cl)Cl)O[C@H](C(=O)OC)[C@@H](O[C@H]2O[C@H](COCc3ccc(OC)cc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]2N=[N+]=[N-])[C@@H]1OCc1ccccc1,COC(=O)[C@@H]1O[C@H](Sc2ccc(C)cc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COCc2ccc(OC)cc2)[C@@H](OC(C)=O)[C@H](OCc2ccc(OC)cc2)[C@H]1N=[N+]=[N-],COC(=O)[C@@H]1O[C@H](Sc2ccc(C)cc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COCc2ccc(OC)cc2)[C@@H](O)[C@H](OCc2ccc(OC)cc2)[C@H]1N=[N+]=[N-],trichloroacetimidate,Dichloromethane,ClCCl,1,Triethylamine,N(CC)(CC)CC,1,0.0,1,,0,50,51,train,183,182,False,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0340,PAIR-31-010-CAS-21359728,340,31-010-CAS-21359728,o4_acetylated,0,C=CCOC(=O)O[C@H]1[C@H](OC(=N)C(Cl)(Cl)Cl)O[C@H](C(=O)OC)[C@@H](O[C@H]2O[C@H](COC(=O)c3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]2N=[N+]=[N-])[C@@H]1OCc1ccccc1,COC(=O)[C@@H]1O[C@H](Sc2ccc(C)cc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COCc2ccc(OC)cc2)[C@@H](OC(C)=O)[C@H](OCc2ccc(OC)cc2)[C@H]1N=[N+]=[N-],COC(=O)[C@@H]1O[C@H](Sc2ccc(C)cc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COCc2ccc(OC)cc2)[C@@H](O)[C@H](OCc2ccc(OC)cc2)[C@H]1N=[N+]=[N-],trichloroacetimidate,Dichloromethane,ClCCl,1,Triethylamine,N(CC)(CC)CC,1,0.0,1,,0,50,51,val,184,183,False,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0341,PAIR-31-010-CAS-14788058,341,31-010-CAS-14788058,o4_acetylated,0,C=CCOC(=O)O[C@H]1[C@H](OC(=N)C(Cl)(Cl)Cl)O[C@H](C(=O)OC)[C@@H](O[C@H]2O[C@H](COC(=O)c3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]2N=[N+]=[N-])[C@@H]1OCc1ccccc1,COC(=O)[C@@H]1O[C@H](Sc2ccc(C)cc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COCc2ccc(OC)cc2)[C@@H](OC(C)=O)[C@H](OCc2ccc(OC)cc2)[C@H]1N=[N+]=[N-],COC(=O)[C@@H]1O[C@H](Sc2ccc(C)cc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COCc2ccc(OC)cc2)[C@@H](O)[C@H](OCc2ccc(OC)cc2)[C@H]1N=[N+]=[N-],trichloroacetimidate,Dichloromethane,ClCCl,1,Triethylamine,N(CC)(CC)CC,1,0.0,1,,0,50,51,val,185,184,False,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0342,PAIR-31-010-CAS-21359705,342,31-010-CAS-21359705,o4_acetylated,0,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COc1ccc(OC[C@H]2O[C@@H](Sc3ccc(C)cc3)[C@@H]3NC(=O)O[C@H]3[C@@H]2OC(C)=O)cc1,COc1ccc(OC[C@H]2O[C@@H](Sc3ccc(C)cc3)[C@@H]3NC(=O)O[C@H]3[C@@H]2O)cc1,trichloroacetimidate,Dichloromethane,ClCCl,1,Triethylamine,N(CC)(CC)CC,1,0.0,1,,0,25,26,train,186,185,False,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0343,PAIR-31-010-CAS-15168580,343,31-010-CAS-15168580,o4_acetylated,0,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COc1ccc(OC[C@H]2O[C@@H](Sc3ccc(C)cc3)[C@@H]3NC(=O)O[C@H]3[C@@H]2OC(C)=O)cc1,COc1ccc(OC[C@H]2O[C@@H](Sc3ccc(C)cc3)[C@@H]3NC(=O)O[C@H]3[C@@H]2O)cc1,trichloroacetimidate,Dichloromethane,ClCCl,1,Triethylamine,N(CC)(CC)CC,1,0.0,1,,0,25,26,train,187,186,False,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0344,PAIR-31-010-CAS-21359730,344,31-010-CAS-21359730,o4_acetylated,0,C=CCOC(=O)O[C@H]1C(OC(=N)C(Cl)(Cl)Cl)O[C@H](C(=O)OC)[C@@H](O[C@H]2O[C@H](COc3ccc(OC)cc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]2N=[N+]=[N-])[C@@H]1OCc1ccccc1,COC(=O)[C@@H]1O[C@H](Sc2ccc(C)cc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COc2ccc(OC)cc2)[C@@H](OC(C)=O)[C@@H]2OC(=O)N[C@@H]12,COC(=O)[C@@H]1O[C@H](Sc2ccc(C)cc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COc2ccc(OC)cc2)[C@@H](O)[C@@H]2OC(=O)N[C@@H]12,trichloroacetimidate,Dichloromethane,ClCCl,1,Triethylamine,N(CC)(CC)CC,1,0.0,1,,0,49,50,train,188,187,False,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0345,PAIR-31-010-CAS-9917863,345,31-010-CAS-9917863,o4_acetylated,0,C=CCOC(=O)O[C@H]1C(OC(=N)C(Cl)(Cl)Cl)O[C@H](C(=O)OC)[C@@H](O[C@H]2O[C@H](COc3ccc(OC)cc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]2N=[N+]=[N-])[C@@H]1OCc1ccccc1,COC(=O)[C@@H]1O[C@H](Sc2ccc(C)cc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COc2ccc(OC)cc2)[C@@H](OC(C)=O)[C@@H]2OC(=O)N[C@@H]12,COC(=O)[C@@H]1O[C@H](Sc2ccc(C)cc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COc2ccc(OC)cc2)[C@@H](O)[C@@H]2OC(=O)N[C@@H]12,trichloroacetimidate,Dichloromethane,ClCCl,1,Triethylamine,N(CC)(CC)CC,1,0.0,1,,0,49,50,train,189,188,False,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0346,PAIR-31-010-CAS-21359729,346,31-010-CAS-21359729,o4_acetylated,0,C=CCOC(=O)O[C@H]1[C@H](OC(=N)C(Cl)(Cl)Cl)O[C@H](C(=O)OC)[C@@H](O[C@H]2O[C@H](COC(=O)c3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]2N=[N+]=[N-])[C@@H]1OCc1ccccc1,COC(=O)[C@@H]1O[C@H](Sc2ccc(C)cc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COc2ccc(OC)cc2)[C@@H](OC(C)=O)[C@@H]2OC(=O)N[C@@H]12,COC(=O)[C@@H]1O[C@H](Sc2ccc(C)cc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COc2ccc(OC)cc2)[C@@H](O)[C@@H]2OC(=O)N[C@@H]12,trichloroacetimidate,Dichloromethane,ClCCl,1,Triethylamine,N(CC)(CC)CC,1,0.0,1,,0,49,50,train,190,189,False,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0347,PAIR-31-010-CAS-7790716,347,31-010-CAS-7790716,o4_acetylated,0,C=CCOC(=O)O[C@H]1[C@H](OC(=N)C(Cl)(Cl)Cl)O[C@H](C(=O)OC)[C@@H](O[C@H]2O[C@H](COC(=O)c3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]2N=[N+]=[N-])[C@@H]1OCc1ccccc1,COC(=O)[C@@H]1O[C@H](Sc2ccc(C)cc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COc2ccc(OC)cc2)[C@@H](OC(C)=O)[C@@H]2OC(=O)N[C@@H]12,COC(=O)[C@@H]1O[C@H](Sc2ccc(C)cc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COc2ccc(OC)cc2)[C@@H](O)[C@@H]2OC(=O)N[C@@H]12,trichloroacetimidate,Dichloromethane,ClCCl,1,Triethylamine,N(CC)(CC)CC,1,0.0,1,,0,49,50,train,191,190,False,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0348,PAIR-31-010-CAS-21359649,348,31-010-CAS-21359649,o4_acetylated,0,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COCc2ccc(OC)cc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1NC=C1C(=O)N(C)C(=O)N(C)C1=O,COc1ccc(COC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OCc3ccc(OC)cc3)[C@@H]2OC(C)=O)cc1,COc1ccc(COC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OCc3ccc(OC)cc3)[C@@H]2O)cc1,trichloroacetimidate,Dichloromethane,ClCCl,1,Triethylamine,N(CC)(CC)CC,1,0.0,1,,0,45,46,train,192,191,False,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
